"filename", "language", "C++", "GLSL", "Properties", "CMake", "XML", "C", "Markdown", "YAML", "Objective-C++", "Batch", "Makefile", "HTML", "Shell Script", "Groovy", "CSS", "Objective-C", "SCSS", "JavaScript", "comment", "blank", "total"
"/Users/adam/Dev/Apophenia/Dialogue/WordBank10.xml", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/adam/Dev/Apophenia/Dialogue/WordBank11.xml", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/adam/Dev/Apophenia/Dialogue/WordBank12.xml", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/adam/Dev/Apophenia/Dialogue/WordBank2.xml", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/adam/Dev/Apophenia/Dialogue/WordBank3.xml", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/adam/Dev/Apophenia/Dialogue/WordBank4.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/adam/Dev/Apophenia/Dialogue/WordBank5.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/adam/Dev/Apophenia/Dialogue/WordBank6.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/adam/Dev/Apophenia/Dialogue/WordBank7.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/adam/Dev/Apophenia/Dialogue/WordBank8.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/adam/Dev/Apophenia/Dialogue/WordBank9.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/adam/Dev/Apophenia/Dialogue/WordBankNo.xml", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioClip.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioClip.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioClipInstance.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 66
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioClipInstance.h", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioEngine.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 61
"/Users/adam/Dev/Apophenia/Opal/Audio/AudioEngine.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 38
"/Users/adam/Dev/Apophenia/Opal/Collision/AABBCollision.cpp", "C++", 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 61, 369
"/Users/adam/Dev/Apophenia/Opal/Collision/AABBCollision.h", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 60
"/Users/adam/Dev/Apophenia/Opal/Collision/CollisionManager.cpp", "C++", 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 204
"/Users/adam/Dev/Apophenia/Opal/Collision/CollisionManager.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"/Users/adam/Dev/Apophenia/Opal/Editor/EntityUI.cpp", "C++", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 230
"/Users/adam/Dev/Apophenia/Opal/Editor/EntityUI.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/AnimatedSpriteComponent.cpp", "C++", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 129
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/AnimatedSpriteComponent.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/BoxColliderComponent2D.cpp", "C++", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 139
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/BoxColliderComponent2D.h", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Component.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Component.h", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Entity.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 121
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Entity.h", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 78
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/EntityComponentSerialization.cpp", "C++", 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59, 323
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/EntityComponentSerialization.h", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 132
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/LightComponent2D.cpp", "C++", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31, 205
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/LightComponent2D.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Scene.cpp", "C++", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50, 265
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/Scene.h", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 62
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/SpriteComponent.cpp", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 101
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/SpriteComponent.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/TransformComponent.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 75
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/TransformComponent.h", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 30
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/VelocityComponent.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 63
"/Users/adam/Dev/Apophenia/Opal/EntityComponent/VelocityComponent.h", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/adam/Dev/Apophenia/Opal/Game.cpp", "C++", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 144
"/Users/adam/Dev/Apophenia/Opal/Game.h", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 75
"/Users/adam/Dev/Apophenia/Opal/Gamestate/EditorGamestate.cpp", "C++", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77, 545
"/Users/adam/Dev/Apophenia/Opal/Gamestate/EditorGamestate.h", "C++", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 181
"/Users/adam/Dev/Apophenia/Opal/Gamestate/Gamestate.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/adam/Dev/Apophenia/Opal/Gamestate/Gamestate.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/adam/Dev/Apophenia/Opal/Graphics/AnimatedSprite.cpp", "C++", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 124
"/Users/adam/Dev/Apophenia/Opal/Graphics/AnimatedSprite.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 46
"/Users/adam/Dev/Apophenia/Opal/Graphics/BatchRenderer2D.cpp", "C++", 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 63, 316
"/Users/adam/Dev/Apophenia/Opal/Graphics/BatchRenderer2D.h", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 72
"/Users/adam/Dev/Apophenia/Opal/Graphics/BufferLayout.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/adam/Dev/Apophenia/Opal/Graphics/Camera.cpp", "C++", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 41, 183
"/Users/adam/Dev/Apophenia/Opal/Graphics/Camera.h", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 55
"/Users/adam/Dev/Apophenia/Opal/Graphics/DescriptorSet.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/adam/Dev/Apophenia/Opal/Graphics/Font.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 110
"/Users/adam/Dev/Apophenia/Opal/Graphics/Font.h", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 46
"/Users/adam/Dev/Apophenia/Opal/Graphics/FontRenderer.cpp", "C++", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51, 257
"/Users/adam/Dev/Apophenia/Opal/Graphics/FontRenderer.h", "C++", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"/Users/adam/Dev/Apophenia/Opal/Graphics/LineRenderer.cpp", "C++", 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35, 208
"/Users/adam/Dev/Apophenia/Opal/Graphics/LineRenderer.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/adam/Dev/Apophenia/Opal/Graphics/Mesh2D.cpp", "C++", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"/Users/adam/Dev/Apophenia/Opal/Graphics/Mesh2D.h", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36
"/Users/adam/Dev/Apophenia/Opal/Graphics/MeshRenderer2D.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 78
"/Users/adam/Dev/Apophenia/Opal/Graphics/MeshRenderer2D.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 45
"/Users/adam/Dev/Apophenia/Opal/Graphics/Pipeline.h", "C++", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 169
"/Users/adam/Dev/Apophenia/Opal/Graphics/PostProcessRenderer.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 89
"/Users/adam/Dev/Apophenia/Opal/Graphics/PostProcessRenderer.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 47
"/Users/adam/Dev/Apophenia/Opal/Graphics/RenderBuffer.h", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/adam/Dev/Apophenia/Opal/Graphics/RenderCommand.h", "C++", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 121
"/Users/adam/Dev/Apophenia/Opal/Graphics/RenderPass.h", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/Users/adam/Dev/Apophenia/Opal/Graphics/Renderer.cpp", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 96
"/Users/adam/Dev/Apophenia/Opal/Graphics/Renderer.h", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 69
"/Users/adam/Dev/Apophenia/Opal/Graphics/Shader.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/adam/Dev/Apophenia/Opal/Graphics/Sprite.cpp", "C++", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34, 171
"/Users/adam/Dev/Apophenia/Opal/Graphics/Sprite.h", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 67
"/Users/adam/Dev/Apophenia/Opal/Graphics/SpriteRenderer.cpp", "C++", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 173
"/Users/adam/Dev/Apophenia/Opal/Graphics/SpriteRenderer.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/Users/adam/Dev/Apophenia/Opal/Graphics/Textmesh.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/adam/Dev/Apophenia/Opal/Graphics/Texture.cpp", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/adam/Dev/Apophenia/Opal/Graphics/Texture.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27
"/Users/adam/Dev/Apophenia/Opal/Graphics/TextureAtlas.cpp", "C++", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 149
"/Users/adam/Dev/Apophenia/Opal/Graphics/TextureAtlas.h", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 49
"/Users/adam/Dev/Apophenia/Opal/Graphics/UniformBufferInfo.h", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanBuffer.cpp", "C++", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36, 195
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanBuffer.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 48
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanDescriptorSet.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanDescriptorSet.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanPipeline.cpp", "C++", 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 113, 668
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanPipeline.h", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 74
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanRenderPass.cpp", "C++", 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 90, 520
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanRenderPass.h", "C++", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 77
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanRenderer.cpp", "C++", 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 222, 1015
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanRenderer.h", "C++", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52, 226
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanTexture.cpp", "C++", 385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 83, 474
"/Users/adam/Dev/Apophenia/Opal/Graphics/Vulkan/VulkanTexture.h", "C++", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 56
"/Users/adam/Dev/Apophenia/Opal/Graphics/stb_image.h", "C++", 5688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1230, 844, 7762
"/Users/adam/Dev/Apophenia/Opal/Input/InputHandler.cpp", "C++", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 136
"/Users/adam/Dev/Apophenia/Opal/Input/InputHandler.h", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 68
"/Users/adam/Dev/Apophenia/Opal/Logger.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"/Users/adam/Dev/Apophenia/Opal/Logger.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/adam/Dev/Apophenia/Opal/OpalMath.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 70
"/Users/adam/Dev/Apophenia/Opal/OpalMath.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/adam/Dev/Apophenia/Opal/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/adam/Dev/Apophenia/Opal/Tilemap/TileChunk.cpp", "C++", 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 118, 730
"/Users/adam/Dev/Apophenia/Opal/Tilemap/TileChunk.h", "C++", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 95
